id,date,text,sender_id
1,2024-08-29 19:46:05+00:00,,
2,2024-09-06 10:29:33+00:00,"👋 Привет! Это канал про курс **базового математического анализа**, который реализует НОЦ Математики в ИТМО у большинства студентов 1 курса бакалавриата. Вся основная и важная информация будет публиковаться здесь!

🔜Автор курса — **Антон Александрович Бойцев**, кандидат физико-математических наук и доцент НОЦ Математики. Он подготовил классный, полный и понятный конспект лекций, на основе которого читается курс.

🔜Лидер курса — **Константин Владимирович Правдин**, кандидат технических наук и преподаватель НОЦ Математики. Он организовал подготовку и следит за проведением курса командой преподавателей НОЦ Математики.

😎 Присоединяйтесь к каналу и будьте в курсе!",-1002163089538.0
3,2024-09-06 10:29:37+00:00,🔗 QR-код и ссылка на телеграм-канал [**Матанализ База 2024**](https://t.me/+kZ9Y3KuqGwU2NmY6),-1002163089538.0
4,2024-09-06 10:29:42+00:00,"📹 Видео-визитка курса: [**VK Видео**](https://vk.com/video-227233132_456239045), [**Ютуб**](https://youtu.be/zWgeOCMcrGI)",-1002163089538.0
5,2024-09-06 12:29:44+00:00,,6352580519.0
6,2024-09-06 13:50:41+00:00,"📖 [**СИЛЛАБУС**](https://docs.google.com/document/d/1xygv9zjv41BTTVRa1fCs8useCHvtzT9qVGWAbYRvw7U/edit?usp=sharing) — основной информационный документ курса. В нём вы найдёте:

▶️ подробности про организацию курса
▶️ план и календарь занятий
▶️ описание системы оценивания
▶️ команду курса
▶️ информацию про потоки и их преподавателей

а также:
▶️ конспект лекций
▶️ комплекты задач для занятий
▶️ видео записи занятий и их конспекты
▶️ демо-варианты контрольных работ
▶️ и другое

🧐 Изучите его внимательно!",-1002163089538.0
7,2024-09-06 13:54:46+00:00,"Здравствуйте, когда будет скинута ссылка на завтрашний zoom? (поток 8 мат анализ)",1000461829.0
8,2024-09-06 13:55:47+00:00,,1121610363.0
9,2024-09-06 14:08:30+00:00,Ссылка на zoom прикреплена на сайте my.itmo.ru и в приложении my.itmo. Просто зайди в расписание и нажми на мааааленькую кнопочку zoom,831284577.0
10,2024-09-06 14:35:31+00:00,Там нет кнопочки zoom,1000461829.0
12,2024-09-06 14:50:27+00:00,Киньте скрин пожалуйста,1137152272.0
13,2024-09-06 14:51:45+00:00,,1000461829.0
14,2024-09-06 15:15:02+00:00,"а если на выборности( не зная,что по сб только онлайн) выпала суббота, но хотелось бы очно посещать лекции,что делать?",1088646500.0
15,2024-09-06 17:48:21+00:00,"🎓 **Лекция 1**: **Числовые множества**

🙌 Несмотря на окончание календарной недели, неделя матанализа только начинается!

1️⃣ В эту субботу в 8:20 пройдёт первая лекция — в онлайн формате для потоков Мат Ан 2, 3, 4, 5, 8, 12, 13. Ссылку на зум вы можете найти в расписании в my.itmo рядом с лекцией. На всякий случай:
👉 Правдин К.В. — ссылка на зум: [**тык**](https://itmo.zoom.us/j/81375875902?pwd=8ok8Pg3z3XtJbQ4bBIovV8YRZKQFIt.1), код 21757
👉 Блейхер О.В. — ссылка на зум: [**тык**](https://itmo.zoom.us/j/89988056949?pwd=G0zgpNsJFiOOk58oZZldZX3WbF3p1o.1), код 86469
__К сожалению, комната в зум может вместить не более 300 участников. Поэтому если зум вас не пустит __к __Правдину К.В., попробуйте подключиться к зуму Блейхер О.В. И конечно, не волнуйтесь, ведь лекции будут доступны в записи.__

2️⃣ Сразу за ней в 10:00 — консультация по лекции, тоже онлайн и для всех желающих. Разберём некоторые темы, не вошедшие в лекцию. Ссылка на зум: [**тык**](https://itmo.zoom.us/j/82155444711?pwd=3iymNybdaGqYoYwXDe2bdKVQPXMLoN.1), код: 166322

3️⃣ Во вторник и пятницу первая лекция будет прочитана в очном формате для потоков 1, 6, 7, 9, 10, 11.

📹 Записи онлайн лекций и консультаций вы сможете найти в силлабусе.

👀 **О чём будет лекция?**
Мы поговорим про множество вещественных чисел. Вместе мы вспомним привычные свойства чисел и закрепим их в аксиомах. Задумаемся, достаточно ли их? И придём к аксиоме полноты. Затем рассмотрим множество натуральных чисел, где сформулируем принцип математической индукции.

✍️ **Что изучить самостоятельно?**
После лекции нужно будет самостоятельно разобрать следствия из сформулированных аксиом, вспомнить про целые, рациональные и иррациональные числа, модуль числа, а также расширить множество вещественных чисел символами + и -- бесконечностей. __Часть из этих тем будет разобрана на консультации сразу после онлайн лекции.__

🤗  Ждём вас!

#лекции",-1002163089538.0
16,2024-09-06 17:51:31+00:00,А если Линал в 10?:(,1165549369.0
17,2024-09-06 18:02:23+00:00,"Линал, вроде, в виде записей будет выкладываться, его можно будет и в другое время посмотреть",1719590275.0
18,2024-09-06 18:26:12+00:00,"А что делать потоку, у которого эта лекция будет после практики, стоит ли знакомится с ней в записях? Или этот вопрос как то решится и на практике не будет материала с этой лекции, потому как если мы уже будем знать материал этой лекции, то после практики нам придется еще раз ее слушать только очно?",527574342.0
19,2024-09-06 18:52:32+00:00,Можно вместо онлайн лекции приехать во вторник или пятницу на очную к другому потоку?,825604310.0
20,2024-09-06 19:20:36+00:00,,246624601.0
21,2024-09-06 19:25:25+00:00,Вы можете найти ответ на этот вопрос в Силлабусе в разделе Организация курса.,
22,2024-09-06 21:44:29+00:00,+,547264200.0
23,2024-09-07 04:48:21+00:00,"Здравствуйте! Подскажите пожалуйста, как быть в случае, если: хочу попасть на консультацию в 10:00, но в это же время стоит лекция в зуме по линейной алгебре (уже пришёл доступ по почте к конференции)? 

Соответственно мой поток не указан в списке потоков, которые слушают лекции в записи.",568338852.0
24,2024-09-07 05:03:31+00:00,"Здравствуйте, у меня лекция и практика стоят во вторник, консультация к практике №1 стоит в следующий субботу, после прохождения основной практики, логично. Но консультация к лекции №1 стоит в уже прошедшую субботу, то есть до прохождения основной лекции №1. Как тогда стоит посещать консультации, если после лекции будут вопросы и хотелось бы их обсудить, но консультация уже прошла и больше ее не будет, получается консультации к лекции актуальны лишь для части потоков",762986047.0
25,2024-09-07 05:10:14+00:00,"Вы можете задать вопросы и на консультации 2, и на любой следующей.",
26,2024-09-07 05:21:32+00:00,Доброе утро! Лекция без лектора не начнётся. Поэтому предлагаю всем дружно перезайти),-1002163089538.0
27,2024-09-07 05:21:39+00:00,ХААХАХАХАХХАХААХХАА,1066140263.0
28,2024-09-07 05:21:57+00:00,Ааххаххахаах,1001625861.0
29,2024-09-07 05:22:48+00:00,"Теперь вообще нельзя зайти, спасибо за совет)))",718117904.0
30,2024-09-07 05:23:53+00:00,У меня тоже не заходит,5759117734.0
31,2024-09-07 05:23:57+00:00,Помогите,718117904.0
32,2024-09-07 05:24:02+00:00,а почему количество челов на лекции не посчитали😭😭😭,1038632029.0
33,2024-09-07 05:24:05+00:00,че делать тооо,1038632029.0
34,2024-09-07 05:24:10+00:00,А как подключиться к лекции?,1422300043.0
35,2024-09-07 05:24:27+00:00,опять не получилось подключиться,1038289794.0
36,2024-09-07 05:24:50+00:00,"Запись будет если что, поэтому кто не успел - не переживайте",799522734.0
37,2024-09-07 05:24:56+00:00,у блейхер есть места свободные,600248701.0
38,2024-09-07 05:25:06+00:00,лекция идет уже,600248701.0
39,2024-09-07 05:25:26+00:00,"Я вообще в 7 Утра зашёл, для чего попросили перезайти ????",718117904.0
40,2024-09-07 05:25:27+00:00,Хоть это радует,911352718.0
41,2024-09-07 05:25:51+00:00,,1065775765.0
42,2024-09-07 05:29:47+00:00,у кого то что то получилось?,459300476.0
43,2024-09-07 05:30:27+00:00,Дааа что нам делатьььььь?,5405806790.0
44,2024-09-07 05:30:41+00:00,"Ливните кто нибудь плиз, я правда в 7 утра зашёл, меня админ группы обманул((((",718117904.0
45,2024-09-07 05:30:52+00:00,"спасибо за совет, теперь невозможно зайти",503970823.0
46,2024-09-07 05:31:03+00:00,Никому нельзя доверять,718117904.0
47,2024-09-07 05:35:51+00:00,,1482433842.0
48,2024-09-07 05:36:25+00:00,++++++++++,5759117734.0
49,2024-09-07 05:37:05+00:00,"Ну и что делать? 15 минут прошло, ничего не поменялось",591526098.0
50,2024-09-07 05:38:29+00:00,"Заходи к Блейхер, к Правдину вряд ли места будут",5759117734.0
51,2024-09-07 05:38:45+00:00,а как?,1114887983.0
52,2024-09-07 05:39:04+00:00,В канале ссылка на зум,5759117734.0
53,2024-09-07 05:39:59+00:00,axaxxa tam tojee,5405806790.0
54,2024-09-07 05:40:11+00:00,"Очень классно придумали: в группе 1,2к первокурсников, а мест на лекциях всего 600))))",718117904.0
55,2024-09-07 05:40:53+00:00,,5759117734.0
56,2024-09-07 05:40:59+00:00,у нее тоже нет,591526098.0
57,2024-09-07 05:41:19+00:00,ДАЙТЕ ТГ Блейхер О.В,637543222.0
58,2024-09-07 05:41:47+00:00,Блейхер О.В ТГ скиньте пожалуйста,637543222.0
59,2024-09-07 05:42:15+00:00,Нет мест нигде,718117904.0
60,2024-09-07 05:42:17+00:00,"ой,друзья,баю-баю,идите спать, очень важно много спать! освободите местечко у правдина",1088646500.0
61,2024-09-07 05:42:22+00:00,Идите спать,718117904.0
62,2024-09-07 05:42:37+00:00,Потом в записи посмотрите,718117904.0
63,2024-09-07 05:42:46+00:00,Зайти не выйдет,718117904.0
64,2024-09-07 05:44:11+00:00,Может в ВК видео можно продублировать трансляцию?,803424595.0
65,2024-09-07 05:45:30+00:00,"Ребята, включите стрим кто нибудь у правдина )",718117904.0
66,2024-09-07 05:45:45+00:00,а отмечаться как-то на лекции надо?,291054683.0
67,2024-09-07 05:47:13+00:00,"Было бы круто кстати, кто-то может?",1043428372.0
68,2024-09-07 05:48:15+00:00,@all,718117904.0
69,2024-09-07 05:50:34+00:00,я тоже не могу,6116222489.0
70,2024-09-07 05:50:38+00:00,подключиться,6116222489.0
71,2024-09-07 05:50:58+00:00,Никто не может 🙂,1043428372.0
72,2024-09-07 05:57:27+00:00,не получается,945176511.0
73,2024-09-07 05:59:13+00:00,Бред,718117904.0
74,2024-09-07 05:59:37+00:00,у Блейхер ещё есть места,1918494329.0
75,2024-09-07 06:00:14+00:00,Ещё 7,5759117734.0
76,2024-09-07 06:00:19+00:00,а где взять ссылку?,945176511.0
77,2024-09-07 06:00:42+00:00,https://t.me/c/2163089538/8,1918494329.0
78,2024-09-07 06:00:45+00:00,вроде эта,1918494329.0
79,2024-09-07 06:00:53+00:00,в предыдущем посте,1918494329.0
80,2024-09-07 06:06:00+00:00,"та у правдина люди потихоньку ливают, каждые три минут пробуйте",1088646500.0
81,2024-09-07 06:12:42+00:00,"можете пожалуйста дать ссылку,где хранится запись занятий",951264657.0
82,2024-09-07 06:22:31+00:00,"А вопрос к тем, кто попал к Правдину, как отмечать посещения, если на меня мест не хватило и я сейчас на лекции у Блейхер?",425622138.0
83,2024-09-07 06:38:24+00:00,"Посещения на лекциях никто не отмечает, ни на онлайн, ни на оффлайн. В вузе это не принято",673826686.0
84,2024-09-07 06:40:55+00:00,"то есть такой поток на онлайн лекции всегда будет? мем,у меня в сб стоит правдин,а я к нему зайти не могу, а у 70% остальных еще очные лекции",1088646500.0
86,2024-09-07 06:44:08+00:00,"опять же вопрос,что делать людям, у которых в расписании ТОЛЬКО зум лекция в субботу, смотреть в записи,так как в 8.21 уже нет мест? или это будет учитываться ,чет вообще не прикольно как-то",1088646500.0
87,2024-09-07 06:50:47+00:00,"да, так-то.
в записи потом посмотри и всё",1272675592.0
88,2024-09-07 06:51:14+00:00,"и суббота – чилл, получается",1272675592.0
89,2024-09-07 06:51:52+00:00,"хотя, интересно, что Математики скажут по этому поводу",1272675592.0
90,2024-09-07 06:52:16+00:00,Ну всё-таки не у всех пара в субботу есть,858999454.0
91,2024-09-07 06:53:32+00:00,Где запись лекции можно будет посмотреть?,5759117734.0
92,2024-09-07 07:02:20+00:00,всё написано в силлабусе,1272675592.0
93,2024-09-07 07:13:05+00:00,"Сказали какой-то файл сделают, где можно будет это посещение отметить и следующее",958458003.0
94,2024-09-07 07:13:50+00:00,Окей,425622138.0
95,2024-09-07 07:18:00+00:00,"Скиньте,пожалуйста,ссылку на группу Мат. Анализа с Блейхер🙏🏻🙏🏻",719546506.0
96,2024-09-07 09:02:25+00:00,Есть группа с Константином Владимировичом?,1440376970.0
97,2024-09-07 09:10:55+00:00,То есть лекции Константина Правдина всегда будут дистанционные?,1446927014.0
98,2024-09-07 09:23:45+00:00,"Просчитались, но где?",1122076892.0
99,2024-09-07 09:27:21+00:00,Да,538951911.0
100,2024-09-07 10:27:25+00:00,"Мне ответили, что не переводят между потоками базу 
Только по справкам и скорее всего не к тому преподавателю, к которому хочешь",1024229254.0
101,2024-09-07 10:30:47+00:00,Подскажите пожалуйста по срокам добавления лекции на ютуб или на вк видео,1137152272.0
102,2024-09-07 10:40:33+00:00,"Скиньте пожалуйста ссылку на доску, я не могу найти в силлабусе",1024229254.0
103,2024-09-07 10:44:12+00:00,Продолжайте поиск! Верим в вас.,
104,2024-09-07 11:13:59+00:00,когда запись лекции то будет?,291054683.0
105,2024-09-07 11:24:37+00:00,"Пожалуйста, можно ли узнать информацию, когда будет выложена лекция Правдина, время не резиновое, хочется понимать, когда будет доступ к материалу",291054683.0
106,2024-09-07 11:40:44+00:00,"Здравствуйте, когда и где будет запись лекции?",657883412.0
107,2024-09-07 11:52:12+00:00,"Блейхер будет отмечать, Исаева на линале тоже сказала, что будет отмечать",1485380958.0
108,2024-09-07 11:53:28+00:00,"У него на ютубе есть записи всех лекций прошлогоднего курса, насколько я поняла, он ничем не отличается от текущего",1485380958.0
109,2024-09-07 12:08:36+00:00,К вечеру сегодня появятся.,
110,2024-09-07 12:08:53+00:00,К вечеру сегодня появятся. Ссылка в силлабусе.,
111,2024-09-07 14:01:59+00:00,"Предлагаю для тех кому не хватило место, дискорд сервер, для рестрима на него https://discord.gg/QH6uxYaJ9H. Что бы не было такого, что кого-то не пустили(",645251905.0
112,2024-09-07 16:42:18+00:00,А где можно посмотреть запись лекции?,911352718.0
113,2024-09-07 17:09:22+00:00,"Блейхер сделала чат в тг? если да, то киньте ссылку пожалуйста",5031358616.0
114,2024-09-08 08:11:07+00:00,когда запись лекции будет?,644753731.0
115,2024-09-08 08:15:26+00:00,выложили уже в силлабусе есть,811775299.0
116,2024-09-08 08:18:49+00:00,Спасибо,644753731.0
117,2024-09-08 11:36:13+00:00,есть силабус линала у попкова?,1030982174.0
118,2024-09-08 12:53:57+00:00,А где в силлабусе найти лекцию?,657883412.0
119,2024-09-08 12:58:17+00:00,В разделе видео записи занятий 💡,
120,2024-09-08 17:03:34+00:00,"✏️ **Практика 1: Задачи по материалам вводных лекций**

👀 Добрый вечер! Во вторник и пятницу пройдут первые очные практики (в потоках 8.1-8.4 онлайн). На них мы будем решать задачи из соответствующего комплекта задач (внутри файла см. заголовок ""Занятие""). Темы такие:
1. логика и логические обозначения
2. множества и операции с ними
3. отношения, функция и их свойства

❗️ Чтобы понимать преподавателя и выложиться на занятии на все 100%, вспомните темы, которые вы узнали из онлайн марафона Логично! и вводных онлайн лекций. Подробный чек-лист вы можете найти в силлабусе. Ссылки на лекции тоже.

✍️ После занятия останется пул задач, которые вам нужно будет решить самостоятельно для углубления и закрепления тем (заголовки ""Консультация"" и ""Самостоятельно""). Часть из них мы разберём на онлайн консультации по практике 1 в конце недели. Информацию о точной дате и времени, а также ссылку на зум обязательно пришлём!

✌️ Верим в вас!

#практики",-1002163089538.0
121,2024-09-08 17:05:04+00:00,Можно ссылку на силлабус,1047115886.0
122,2024-09-08 17:06:26+00:00,в закрепе,872330903.0
123,2024-09-08 17:07:02+00:00,Пасиб)😅,1047115886.0
124,2024-09-08 17:11:34+00:00,а где будет выставлена консультация с субботы?,1007497572.0
125,2024-09-08 17:28:51+00:00,Уже в силлабусе,5821881684.0
126,2024-09-08 20:19:47+00:00,"А как понять, какой поток одно/двусеместровый для матана?",5539507186.0
127,2024-09-09 10:31:21+00:00,"Все ли в порядке, если по результатам теста мне рекомендован поток 12.3, но на деле поток 1.1?",5702084876.0
128,2024-09-09 12:00:09+00:00,"Подскажите пожалуйста,если мне был рекомендован поток 10.1, а сейчас у меня 13 поток,это не имеет значения?",951264657.0
129,2024-09-09 12:05:11+00:00,"Подскажите, где найти онлайн марафон Логично?",961961011.0
130,2024-09-09 12:09:52+00:00,Вроде это: https://youtube.com/playlist?list=PLj83Zl_bweJxt1Gnet3VEFd9xyMjfuJUh&si=R1n2l0BjK6jQq7Rc,1482433842.0
131,2024-09-09 12:38:21+00:00,"Да, такой же вопрос, что если рекомендации 1.5, а на деле 12.4",1375345798.0
132,2024-09-09 15:06:26+00:00,"🐾 Марафон Логично! прошёл, но где найти темы, которые там разбирались?

🔜 в [**онлайн учебнике**](https://www.notion.so/1-5b25b79bc06a467880c528b4ff5ff949?pvs=4) А.А. Бойцева. Правда он в notion, так что не откладывайте!

🔜 в учебнике: Зорич В.А. Математический анализ I, глава 1, параграф 1 ""Логическая символика""

🔜 в других подходящих источниках на ваш вкус

😉 Не теряйтесь!",-1002163089538.0
133,2024-09-09 15:07:56+00:00,"Может, я пропустил, но где можно посмотреть результаты марафона?",744472958.0
134,2024-09-09 15:09:52+00:00,"Здравствуйте, подскажите пожалуйста, кому писать, если на практику не можешь пойти (поток 2.5) и можно ли присоединиться к группе онлайн на одно занятие, чтобы не упускать материал? (я приболел и возможно завтра на практику попасть не смогу, а в списке преподавателей НОЦ, Семенов А. вроде-как отсутствует, хотя и будет завтра вести практику, поэтому я в ступоре), Немыкин Ярослав, 405271",760943051.0
135,2024-09-10 04:48:06+00:00,"❗️Внимание! Изменились аудитории и преподаватели на сегодня (вторник 10.09) у потоков:

Мат Ан 3.2
Вт 8:20 Крон 2330 → 2414
Юрова Татьяна Сергеевна

Мат Ан 3.3
Вт 11:40 Крон 2316 → 2414
Ким Станислав Евгеньевич

Мат Ан 3.4
Вт 11:40 Крон 2330 → 2414
Ким Станислав Евгеньевич

Мат Ан 3.5
Вт 13:30 Крон 2330 → 2414
Ким Станислав Евгеньевич",-1002163089538.0
137,2024-09-10 05:08:27+00:00,где посмотреть свой поток?,386444739.0
138,2024-09-10 05:11:23+00:00,"На сайте my itmo , выбор дисциплин",5787942398.0
139,2024-09-10 05:12:31+00:00,спасибо),386444739.0
140,2024-09-10 06:55:43+00:00,на песочной набережной тоже есть изменения в кабинетах!,386444739.0
141,2024-09-10 06:57:16+00:00,а в каком мат анализ 🫠,5070421375.0
142,2024-09-10 06:59:36+00:00,"4, 4.5…",386444739.0
143,2024-09-10 07:01:52+00:00,,1234791632.0
144,2024-09-11 12:53:50+00:00,Где найти домашку по практике?,965406650.0
145,2024-09-11 12:55:45+00:00,В силлабусе по ссылке на комплекты задач.,
146,2024-09-13 07:21:43+00:00,"Здравствуйте, у потока 13.2 матанал отсутствует практик (Шиловская Надежда Аркадьевна) на парах, мы не знаем к какому преподу идти, а в my.itmo в персоналиях у нее не стоит практика. Что нам делать?",1354030247.0
147,2024-09-13 07:33:39+00:00,https://miro.com/welcomeonboard/cHJMUlN5UFlaalNIRTV6eE5uWnJMcnhDVXhFYzR5ZWpFRGFlc08xODJ4Z0xKZjZ4dUFFVjFSbnFkQWNPRDlFOHwzNDU4NzY0NTYzMzY4MzkxOTIwfDI=?share_link_id=14526444690,549701245.0
148,2024-09-13 09:04:06+00:00,"Матанализ 13.3. Не пришёл практик Шиловская Н.
Кому нужно написать, чтобы утрясти расписание?",1311811153.0
149,2024-09-13 12:19:12+00:00,"Здравствуйте, интересует консультация, где можно найти информацию по ней?",637543222.0
150,2024-09-13 13:51:35+00:00,"Здравствуйте, где найти конспекты по теме 5. Модуль вещественного числа?",1038289794.0
151,2024-09-13 14:00:36+00:00,В конспекте А.А. Бойцева.,
152,2024-09-13 14:17:29+00:00,"👋 Привет! На этой неделе прошли первые лекции и практики по матанализу. И мы выяснили, что половина из вас даже не читала силлабус... 

🧐 Вы чего? Нормально же общались!

😢 Срочно изучите! Иначе когда вы пропустите что-то и потеряете баллы, у нас тоже будут лапки.

🔣 [**Этот пост**](https://t.me/c/2163089538/6) был про него.

🖥 P.S.: А после — посмотрите вводные лекции (ссылка есть в силлабусе). Это тот минимум, которые необходим вам для учёбы по математике.",-1002163089538.0
153,2024-09-13 14:26:10+00:00,Будет отдельный пост про консультации в канале.,1382855529.0
